date,close,volume
2008/5/19,82.39,1345000
2008/5/20,82.02,1390000
2008/5/21,81.2,1175000
2008/5/22,82.11,1070000
2008/5/23,82.6,1535000
2008/5/27,85.9,3015000
2008/5/28,86.76,2350000
2008/5/29,88.02,2265000
2008/5/30,89.96,8935000
2008/6/2,87.8,1850000
2008/6/3,89.4,1840000
2008/6/4,87,1620000
2008/6/5,87.1,1350000
2008/6/6,85.72,775000
2008/6/9,84.84,1060000
2008/6/10,84.5,835000
2008/6/11,84.4,930000
2008/6/12,84.5,1470000
2008/6/13,84.94,1010000
2008/6/16,83.96,775000
2008/6/17,84.14,915000
2008/6/18,83.98,1385000
2008/6/19,83.26,590000
2008/6/20,83.08,910000
2008/6/23,81.3,950000
2008/6/24,81.84,900000
2008/6/25,81.34,710000
2008/6/26,80.75,1310000
2008/6/27,80.33,1200000
2008/6/30,80.24,1210000
2008/7/1,79.98,1240000
2008/7/2,78.958,1200000
2008/7/3,77.9,1875000
2008/7/7,78.818,1835000
2008/7/8,79.34,1270000
2008/7/9,79.7,770000
2008/7/10,79.48,610000
2008/7/11,78.18,1030000
2008/7/14,77.14,1290000
2008/7/15,76.64,2030000
2008/7/16,75.8,1790000
2008/7/17,77.3,1395000
2008/7/18,78.28,1625000
2008/7/21,78.738,1010000
2008/7/22,78.72,1070000
2008/7/23,78.5,2715000
2008/7/24,76.92,1005000
2008/7/25,75.4,1265000
2008/7/28,74.6,1125000
2008/7/29,74.3,1155000
2008/7/30,76.1,2240000
2008/7/31,76.58,1225000
2008/8/1,77.74,845000
2008/8/4,76.54,530000
2008/8/5,76.98,1560000
2008/8/6,77.56,800000
2008/8/7,77.08,1880000
2008/8/8,76.96,1125000
2008/8/11,78.2,1655000
2008/8/12,76.76,885000
2008/8/13,76.1,1405000
2008/8/14,77.86,1070000
2008/8/15,79.9998,1160000
2008/8/18,78.48,800000
2008/8/19,78.002,870000
2008/8/20,77.102,855000
2008/8/21,76.7,700000
2008/8/22,77.4,640000
2008/8/25,77.33,1050000
2008/8/26,77.04,770000
2008/8/27,77.1,895000
2008/8/28,78.6,885000
2008/8/29,78.04,845000
2008/9/2,79.99,1515000
2008/9/3,80.29,890000
2008/9/4,78.92,975000
2008/9/5,78.24,820000
2008/9/8,79.92,1275000
2008/9/9,79.0666,915000
2008/9/10,77.9,1465000
2008/9/11,78.22,695000
2008/9/12,79.6,1875000
2008/9/15,80.3,2510000
2008/9/16,83.5,2745000
2008/9/17,83.3,2700000
2008/9/18,85,2975000
2008/9/19,91.9,3505000
2008/9/22,87.1,1935000
2008/9/23,86,1085000
2008/9/24,89.5,2250000
2008/9/25,88.8,1540000
2008/9/26,88.5,1050000
2008/9/29,89.16,1715000
2008/9/30,87.9,1770000
