date,close,volume
2019/6/14,205.16,2512373
2019/6/17,203.48,2819863
2019/6/18,206.01,3670133
2019/6/19,206.75,3320734
2019/6/20,208.04,3836241
2019/6/21,206.21,5994485
2019/6/24,206.85,3164098
2019/6/25,208.07,3723691
2019/6/26,208.51,3937817
2019/6/27,212.02,4182550
2019/6/28,213.17,7472226
2019/7/1,214.62,3454863
2019/7/2,214.54,3054355
2019/7/3,215.16,2489136
2019/7/5,215.25,3324183
2019/7/8,215.13,2978431
2019/7/9,214.75,2686259
2019/7/10,214.03,3703417
2019/7/11,213.17,3119244
2019/7/12,214.1,2360655
2019/7/15,213.54,2715629
2019/7/16,212.88,2709319
2019/7/17,207.45,4324371
2019/7/18,207.98,3610647
2019/7/19,205.97,3513107
2019/7/22,204.84,3083853
2019/7/23,206.46,2846361
2019/7/24,207.97,3105425
2019/7/25,207.9,3022205
2019/7/26,209.9,3654607
2019/7/29,208.61,2834239
2019/7/30,207.81,1977539
2019/7/31,205.43,4634512
2019/8/1,201.71,4827319
2019/8/2,202.67,5696980
2019/8/5,197.73,7616431
2019/8/6,200.55,5500672
2019/8/7,198.21,5325698
2019/8/8,200.52,4143442
2019/8/9,199.05,4334372
2019/8/12,197.18,2538697
2019/8/13,198.78,3913772
2019/8/14,195.81,5838767
2019/8/15,198.31,4644724
2019/8/16,199.72,4795912
2019/8/19,200.94,4216467
2019/8/20,198.15,4042962
2019/8/21,199.24,3531815
2019/8/22,201.01,3214344
2019/8/23,197.16,5946891
2019/8/26,200.2,3094922
2019/8/27,198.35,3069044
2019/8/28,200.45,3405503
2019/8/29,203.2,3328091
2019/8/30,203.41,3632038
2019/9/3,200.9,3637006
2019/9/4,202.19,3209056
2019/9/5,204.24,3968816
2019/9/6,204.73,3409221
2019/9/9,206.62,4550393
2019/9/10,208.31,3878148
2019/9/11,210.91,4437348
2019/9/12,211.37,4598285
2019/9/13,213.61,4244743
2019/9/16,210.33,3461631
2019/9/17,210.15,3862663
2019/9/18,210.9,2732830
2019/9/19,209.22,2735416
2019/9/20,208.12,10700839
2019/9/23,207.96,3075804
2019/9/24,206.4,3709678
2019/9/25,208.11,3291757
2019/9/26,206.9,2823014
2019/9/27,207.45,2843486
2019/9/30,208.02,3167452
2019/10/1,206.71,3511840
2019/10/2,203.1,5938541
2019/10/3,204.98,4260533
2019/10/4,208.08,3571833
2019/10/7,207.24,2720570
2019/10/8,204.09,4185522
2019/10/9,206.69,3206761
2019/10/10,206.86,2978876
2019/10/11,208.08,4408107
2019/10/14,207.91,1899785
2019/10/15,209.38,3055401
2019/10/16,209.29,3233882
2019/10/17,208.62,3573701
2019/10/18,208.76,3581359
2019/10/21,211.49,3337332
2019/10/22,210.62,2716805
2019/10/23,210.96,2413777
2019/10/24,210.26,3147244
2019/10/25,211.8,2539222
2019/10/28,212.86,3521781
2019/10/29,213.01,2630412
2019/10/30,213.25,3296901
2019/10/31,212.58,4305526
2019/11/1,215.83,4694536
2019/11/4,217.98,4149184
2019/11/5,220.88,5319506
2019/11/6,222,3662739
2019/11/7,222.74,3758690
2019/11/8,221.31,3346053
2019/11/11,220.85,2380447
2019/11/12,220.89,2657668
2019/11/13,219.77,3190635
2019/11/14,219.36,2831207
2019/11/15,219.74,3477016
2019/11/18,219.35,3894167
2019/11/19,219.03,3378082
2019/11/20,217.48,4965548
2019/11/21,216.63,3707611
2019/11/22,217.96,2392598
2019/11/25,219.06,3648499
2019/11/26,218.9,3740071
2019/11/27,220.5,3945353
2019/11/29,220.3,2256461
2019/12/2,220.33,3888037
2019/12/3,218.08,4483381
2019/12/4,218.4,2667654
2019/12/5,219.6,2318930
2019/12/6,222.61,3447718
2019/12/9,221.38,2601034
2019/12/10,221.26,2688916
2019/12/11,222.57,3352881
2019/12/12,225.92,5121387
2019/12/13,225.37,3160534
2019/12/16,226.85,4278747
2019/12/17,227.05,4867446
2019/12/18,225.01,5611224
2019/12/19,225.21,4432567
2019/12/20,226.31,11572135
2019/12/23,225.48,3504126
2019/12/24,225.47,961133
2019/12/26,226.45,1725681
2019/12/27,226.14,2769203
2019/12/30,225.76,2769624
2019/12/31,226.5,3145193
2020/1/2,228.39,3763364
2020/1/3,226.18,3023764
2020/1/6,226.99,4258156
2020/1/7,225.92,3520421
2020/1/8,225.99,3780294
2020/1/9,228.65,3497060
2020/1/10,226.62,2572407
2020/1/13,228.45,3284806
2020/1/14,227.17,3355368
2020/1/15,228.35,2662310
2020/1/16,229.73,3036377
2020/1/17,230.2,6603813
2020/1/21,228.63,5840695
2020/1/22,229.54,3164268
2020/1/23,229.38,4750027
2020/1/24,226.86,4022497
2020/1/27,222.45,5448954
2020/1/28,224.03,3609316
2020/1/29,224.5,2310334
2020/1/30,227.88,3350235
2020/1/31,224.43,3948166
2020/2/3,223.47,3524666
2020/2/4,225.08,3642630
2020/2/5,228.65,3360489
2020/2/6,229.61,2799362
2020/2/7,227.38,2882771
2020/2/10,227.11,2944362
2020/2/11,227.33,2916350
2020/2/12,227.44,3785196
2020/2/13,226.47,2838518
2020/2/14,226.8,2506197
2020/2/18,226.77,3153010
2020/2/19,229.24,3186980
2020/2/20,228.17,3547661
2020/2/21,229.33,4698517
2020/2/24,221.69,7932200
2020/2/25,218.05,8558625
2020/2/26,216.06,6901167
2020/2/27,207.67,10938925
2020/2/28,206.34,15147022
